variable;nuts3;year;value
Enterprise_population;ITI45;2017;12318
Enterprise_population;ITI45;2018;12436
Enterprise_population;ITI45;2019;12500
Enterprise_population;LT;2011;72988
Enterprise_population;LT;2012;79762
Enterprise_population;LT;2013;72619
Enterprise_population;LT;2014;78429
Enterprise_population;LT;2015;79968
Enterprise_population;LT;2016;81950
Enterprise_population;LT;2017;82391
Enterprise_population;LT;2018;85265
Enterprise_population;LT;2019;82554
Enterprise_population;LT0;2011;72988
Enterprise_population;LT0;2012;79762
Enterprise_population;LT0;2013;72619
Enterprise_population;LT0;2014;78429
Enterprise_population;LT0;2015;79968
Enterprise_population;LT0;2016;81950
Enterprise_population;LT0;2017;82391
Enterprise_population;LT0;2018;85265
Enterprise_population;LT0;2019;82554
Enterprise_population;LT00;2011;72988
Enterprise_population;LT00;2012;79762
Enterprise_population;LT00;2013;72619
Enterprise_population;LT00;2014;78429
Enterprise_population;LT00;2015;79968
Enterprise_population;LT001;2011;2142
Enterprise_population;LT001;2012;2317
Enterprise_population;LT001;2013;2194
Enterprise_population;LT001;2014;2302
Enterprise_population;LT001;2015;2364
Enterprise_population;LT002;2011;14926
Enterprise_population;LT002;2012;15903
Enterprise_population;LT002;2013;14618
Enterprise_population;LT002;2014;15587
Enterprise_population;LT002;2015;15904
Enterprise_population;LT003;2011;8639
Enterprise_population;LT003;2012;9202
Enterprise_population;LT003;2013;8407
Enterprise_population;LT003;2014;8861
Enterprise_population;LT003;2015;8925
Enterprise_population;LT004;2011;1931
Enterprise_population;LT004;2012;2051
Enterprise_population;LT004;2013;1888
Enterprise_population;LT004;2014;1967
Enterprise_population;LT004;2015;2025
Enterprise_population;LT005;2011;3835
Enterprise_population;LT005;2012;4092
Enterprise_population;LT005;2013;3822
Enterprise_population;LT005;2014;3996
Enterprise_population;LT005;2015;4040
Enterprise_population;LT006;2011;4523
Enterprise_population;LT006;2012;4774
Enterprise_population;LT006;2013;4549
Enterprise_population;LT006;2014;4723
Enterprise_population;LT006;2015;4780
Enterprise_population;LT007;2011;1356
Enterprise_population;LT007;2012;1493
Enterprise_population;LT007;2013;1394
Enterprise_population;LT007;2014;1486
Enterprise_population;LT007;2015;1487
Enterprise_population;LT008;2011;2391
Enterprise_population;LT008;2012;2505
Enterprise_population;LT008;2013;2350
Enterprise_population;LT008;2014;2461
Enterprise_population;LT008;2015;2497
Enterprise_population;LT009;2011;1721
Enterprise_population;LT009;2012;1800
Enterprise_population;LT009;2013;1661
Enterprise_population;LT009;2014;1720
Enterprise_population;LT009;2015;1752
Enterprise_population;LT00A;2011;31524
Enterprise_population;LT00A;2012;35625
Enterprise_population;LT00A;2013;31736
Enterprise_population;LT00A;2014;35326
Enterprise_population;LT00A;2015;36194
Enterprise_population;LT01;2014;35326
Enterprise_population;LT01;2015;36194
Enterprise_population;LT01;2016;37071
Enterprise_population;LT01;2017;36101
Enterprise_population;LT01;2018;37250
Enterprise_population;LT01;2019;36103
Enterprise_population;LT011;2014;35326
Enterprise_population;LT011;2015;36194
Enterprise_population;LT011;2016;37071
Enterprise_population;LT011;2017;36101
Enterprise_population;LT011;2018;37250
Enterprise_population;LT011;2019;36103
Enterprise_population;LT02;2014;43103
Enterprise_population;LT02;2015;43774
Enterprise_population;LT02;2016;44879
Enterprise_population;LT02;2017;46290
Enterprise_population;LT02;2018;48015
Enterprise_population;LT02;2019;46451
Enterprise_population;LT021;2014;2302
Enterprise_population;LT021;2015;2364
Enterprise_population;LT021;2016;2411
Enterprise_population;LT021;2017;2541
Enterprise_population;LT021;2018;2643
Enterprise_population;LT021;2019;2507
Enterprise_population;LT022;2014;15587
Enterprise_population;LT022;2015;15904
Enterprise_population;LT022;2016;16394
Enterprise_population;LT022;2017;16903
Enterprise_population;LT022;2018;17628
Enterprise_population;LT022;2019;16850
Enterprise_population;LT023;2014;8861
Enterprise_population;LT023;2015;8925
Enterprise_population;LT023;2016;9146
Enterprise_population;LT023;2017;9310
Enterprise_population;LT023;2018;9673
Enterprise_population;LT023;2019;9474
Enterprise_population;LT024;2014;1967
Enterprise_population;LT024;2015;2025
Enterprise_population;LT024;2016;2053
Enterprise_population;LT024;2017;2162
Enterprise_population;LT024;2018;2250
Enterprise_population;LT024;2019;2189
Enterprise_population;LT025;2014;3996
Enterprise_population;LT025;2015;4040
Enterprise_population;LT025;2016;4112
Enterprise_population;LT025;2017;4241
Enterprise_population;LT025;2018;4336
Enterprise_population;LT025;2019;4238
Enterprise_population;LT026;2014;4723
Enterprise_population;LT026;2015;4780
Enterprise_population;LT026;2016;4897
Enterprise_population;LT026;2017;5029
Enterprise_population;LT026;2018;5168
Enterprise_population;LT026;2019;5041
Enterprise_population;LT027;2014;1486
Enterprise_population;LT027;2015;1487
Enterprise_population;LT027;2016;1509
Enterprise_population;LT027;2017;1620
Enterprise_population;LT027;2018;1657
Enterprise_population;LT027;2019;1599
Enterprise_population;LT028;2014;2461
Enterprise_population;LT028;2015;2497
Enterprise_population;LT028;2016;2583
Enterprise_population;LT028;2017;2609
Enterprise_population;LT028;2018;2724
Enterprise_population;LT028;2019;2661
Enterprise_population;LT029;2014;1720
Enterprise_population;LT029;2015;1752
Enterprise_population;LT029;2016;1774
Enterprise_population;LT029;2017;1875
Enterprise_population;LT029;2018;1936
Enterprise_population;LT029;2019;1892
Enterprise_population;LTZ;2011;0
Enterprise_population;LTZ;2012;0
Enterprise_population;LTZ;2013;0
Enterprise_population;LTZ;2014;0
Enterprise_population;LTZ;2015;0
Enterprise_population;LTZ;2016;0
Enterprise_population;LTZ;2017;0
Enterprise_population;LTZ;2018;0
Enterprise_population;LTZ;2019;0
Enterprise_population;LTZZ;2011;0
Enterprise_population;LTZZ;2012;0
Enterprise_population;LTZZ;2013;0
Enterprise_population;LTZZ;2014;0
Enterprise_population;LTZZ;2015;0
Enterprise_population;LTZZ;2016;0
Enterprise_population;LTZZ;2017;0
Enterprise_population;LTZZ;2018;0
Enterprise_population;LTZZ;2019;0
Enterprise_population;LTZZZ;2011;0
Enterprise_population;LTZZZ;2012;0
Enterprise_population;LTZZZ;2013;0
Enterprise_population;LTZZZ;2014;0
Enterprise_population;LTZZZ;2015;0
Enterprise_population;LTZZZ;2016;0
Enterprise_population;LTZZZ;2017;0
Enterprise_population;LTZZZ;2018;0
Enterprise_population;LTZZZ;2019;0
Enterprise_population;LV;2016;77956
Enterprise_population;LV;2017;80358
Enterprise_population;LV;2018;80702
Enterprise_population;LV;2019;88581
Enterprise_population;LV0;2016;77956
Enterprise_population;LV0;2017;80358
Enterprise_population;LV0;2018;80702
Enterprise_population;LV0;2019;88581
Enterprise_population;LV00;2016;77956
Enterprise_population;LV00;2017;80358
Enterprise_population;LV00;2018;80702
Enterprise_population;LV00;2019;88581
Enterprise_population;LV003;2016;5994
Enterprise_population;LV003;2017;6232
Enterprise_population;LV003;2018;6316
Enterprise_population;LV003;2019;7442
Enterprise_population;LV005;2016;4887
Enterprise_population;LV005;2017;4996
Enterprise_population;LV005;2018;5047
Enterprise_population;LV005;2019;5759
Enterprise_population;LV006;2016;44137
Enterprise_population;LV006;2017;45293
Enterprise_population;LV006;2018;44815
Enterprise_population;LV006;2019;47140
Enterprise_population;LV007;2016;13199
Enterprise_population;LV007;2017;13814
Enterprise_population;LV007;2018;14214
Enterprise_population;LV007;2019;16172
Enterprise_population;LV008;2016;4426
Enterprise_population;LV008;2017;4560
Enterprise_population;LV008;2018;4747
Enterprise_population;LV008;2019;5683
Enterprise_population;LV009;2016;5313
Enterprise_population;LV009;2017;5463
Enterprise_population;LV009;2018;5563
Enterprise_population;LV009;2019;6385
Enterprise_population;LVZ;2016;0
Enterprise_population;LVZ;2017;0
Enterprise_population;LVZ;2018;0
Enterprise_population;LVZ;2019;0
Enterprise_population;LVZZ;2016;0
Enterprise_population;LVZZ;2017;0
Enterprise_population;LVZZ;2018;0
Enterprise_population;LVZZ;2019;0
Enterprise_population;LVZZZ;2016;0
Enterprise_population;LVZZZ;2017;0
Enterprise_population;LVZZZ;2018;0
Enterprise_population;LVZZZ;2019;0
Enterprise_population;MT;2018;16469
Enterprise_population;MT;2019;15598
Enterprise_population;MT0;2018;16469
Enterprise_population;MT0;2019;15598
Enterprise_population;MT00;2018;16469
Enterprise_population;MT00;2019;15598
Enterprise_population;MT001;2018;15321
Enterprise_population;MT001;2019;14493
Enterprise_population;MT002;2018;1148
Enterprise_population;MT002;2019;1105
Enterprise_population;NL;2013;287833
Enterprise_population;NL;2014;285283
Enterprise_population;NL;2015;283412
Enterprise_population;NL;2016;294673
Enterprise_population;NL;2017;299816
Enterprise_population;NL;2018;303851
Enterprise_population;NL;2019;313390
Enterprise_population;NL1;2013;25346
Enterprise_population;NL1;2014;25022
Enterprise_population;NL1;2015;24848
Enterprise_population;NL1;2016;25482
Enterprise_population;NL1;2017;25820
Enterprise_population;NL1;2018;26248
Enterprise_population;NL1;2019;26802
Enterprise_population;NL11;2013;7997
Enterprise_population;NL11;2014;7861
Enterprise_population;NL11;2015;7827
Enterprise_population;NL11;2016;8032
Enterprise_population;NL11;2017;8124
Enterprise_population;NL11;2018;8253
Enterprise_population;NL11;2019;8474
Enterprise_population;NL111;2013;1975
Enterprise_population;NL111;2014;1936
Enterprise_population;NL111;2015;1893
Enterprise_population;NL111;2016;1949
Enterprise_population;NL111;2017;1954
Enterprise_population;NL111;2018;1969
Enterprise_population;NL111;2019;2010
Enterprise_population;NL112;2013;601
Enterprise_population;NL112;2014;562
Enterprise_population;NL112;2015;574
Enterprise_population;NL112;2016;567
Enterprise_population;NL112;2017;571
Enterprise_population;NL112;2018;573
Enterprise_population;NL112;2019;594
Enterprise_population;NL113;2013;5421
Enterprise_population;NL113;2014;5363
Enterprise_population;NL113;2015;5360
Enterprise_population;NL113;2016;5516
Enterprise_population;NL113;2017;5599
Enterprise_population;NL113;2018;5711
Enterprise_population;NL113;2019;5870
Enterprise_population;NL12;2013;10199
Enterprise_population;NL12;2014;10089
Enterprise_population;NL12;2015;10020
Enterprise_population;NL12;2016;10278
Enterprise_population;NL12;2017;10432
Enterprise_population;NL12;2018;10610
Enterprise_population;NL12;2019;10850
Enterprise_population;NL124;2013;4786
Enterprise_population;NL124;2014;4729
Enterprise_population;NL124;2015;4720
Enterprise_population;NL124;2016;4798
Enterprise_population;NL124;2017;4884
Enterprise_population;NL124;2018;4964
Enterprise_population;NL124;2019;5121
Enterprise_population;NL125;2013;2533
Enterprise_population;NL125;2014;2491
Enterprise_population;NL125;2015;2475
Enterprise_population;NL125;2016;2547
Enterprise_population;NL125;2017;2577
Enterprise_population;NL125;2018;2625
Enterprise_population;NL125;2019;2654
Enterprise_population;NL126;2013;2880
Enterprise_population;NL126;2014;2869
Enterprise_population;NL126;2015;2825
Enterprise_population;NL126;2016;2933
Enterprise_population;NL126;2017;2971
Enterprise_population;NL126;2018;3021
Enterprise_population;NL126;2019;3075
Enterprise_population;NL13;2013;7150
Enterprise_population;NL13;2014;7072
Enterprise_population;NL13;2015;7001
Enterprise_population;NL13;2016;7172
Enterprise_population;NL13;2017;7264
Enterprise_population;NL13;2018;7385
Enterprise_population;NL13;2019;7478
Enterprise_population;NL131;2013;2611
Enterprise_population;NL131;2014;2568
Enterprise_population;NL131;2015;2563
Enterprise_population;NL131;2016;2639
Enterprise_population;NL131;2017;2651
Enterprise_population;NL131;2018;2728
Enterprise_population;NL131;2019;2727
Enterprise_population;NL132;2013;2455
Enterprise_population;NL132;2014;2425
Enterprise_population;NL132;2015;2415
Enterprise_population;NL132;2016;2463
Enterprise_population;NL132;2017;2511
Enterprise_population;NL132;2018;2516
Enterprise_population;NL132;2019;2563
Enterprise_population;NL133;2013;2084
Enterprise_population;NL133;2014;2079
Enterprise_population;NL133;2015;2023
Enterprise_population;NL133;2016;2070
Enterprise_population;NL133;2017;2102
Enterprise_population;NL133;2018;2141
Enterprise_population;NL133;2019;2188
Enterprise_population;NL2;2013;59691
Enterprise_population;NL2;2014;59085
Enterprise_population;NL2;2015;58678
Enterprise_population;NL2;2016;60857
Enterprise_population;NL2;2017;61900
Enterprise_population;NL2;2018;62939
Enterprise_population;NL2;2019;64135
Enterprise_population;NL21;2013;18841
Enterprise_population;NL21;2014;18637
Enterprise_population;NL21;2015;18581
Enterprise_population;NL21;2016;19212
Enterprise_population;NL21;2017;19546
Enterprise_population;NL21;2018;19873
Enterprise_population;NL21;2019;20301
Enterprise_population;NL211;2013;5808
Enterprise_population;NL211;2014;5715
Enterprise_population;NL211;2015;5728
Enterprise_population;NL211;2016;5938
Enterprise_population;NL211;2017;6046
Enterprise_population;NL211;2018;6137
Enterprise_population;NL211;2019;6294
Enterprise_population;NL212;2013;2235
Enterprise_population;NL212;2014;2223
Enterprise_population;NL212;2015;2197
Enterprise_population;NL212;2016;2277
Enterprise_population;NL212;2017;2283
Enterprise_population;NL212;2018;2322
Enterprise_population;NL212;2019;2379
Enterprise_population;NL213;2013;10798
Enterprise_population;NL213;2014;10699
Enterprise_population;NL213;2015;10656
Enterprise_population;NL213;2016;10997
Enterprise_population;NL213;2017;11217
Enterprise_population;NL213;2018;11414
Enterprise_population;NL213;2019;11628
Enterprise_population;NL22;2013;35402
Enterprise_population;NL22;2014;34995
Enterprise_population;NL22;2015;34672
Enterprise_population;NL22;2016;35975
Enterprise_population;NL22;2017;36595
Enterprise_population;NL22;2018;37205
Enterprise_population;NL22;2019;37766
Enterprise_population;NL221;2013;12327
Enterprise_population;NL221;2014;12232
Enterprise_population;NL221;2015;12165
Enterprise_population;NL221;2016;12649
Enterprise_population;NL221;2017;12910
Enterprise_population;NL221;2018;13153
Enterprise_population;NL221;2019;13409
Enterprise_population;NL224;2013;4993
Enterprise_population;NL224;2014;4883
Enterprise_population;NL224;2015;4845
Enterprise_population;NL224;2016;5040
Enterprise_population;NL224;2017;5115
Enterprise_population;NL224;2018;5241
Enterprise_population;NL224;2019;5296
Enterprise_population;NL225;2013;6929
Enterprise_population;NL225;2014;6776
Enterprise_population;NL225;2015;6711
Enterprise_population;NL225;2016;6919
Enterprise_population;NL225;2017;7027
Enterprise_population;NL225;2018;7103
Enterprise_population;NL225;2019;7177
Enterprise_population;NL226;2013;11153
Enterprise_population;NL226;2014;11104
Enterprise_population;NL226;2015;10951
Enterprise_population;NL226;2016;11367
Enterprise_population;NL226;2017;11543
Enterprise_population;NL226;2018;11708
Enterprise_population;NL226;2019;11884
Enterprise_population;NL23;2013;5448
Enterprise_population;NL23;2014;5453
Enterprise_population;NL23;2015;5425
Enterprise_population;NL23;2016;5670
Enterprise_population;NL23;2017;5759
Enterprise_population;NL23;2018;5861
Enterprise_population;NL23;2019;6068
Enterprise_population;NL230;2013;5448
Enterprise_population;NL230;2014;5453
Enterprise_population;NL230;2015;5425
Enterprise_population;NL230;2016;5670
Enterprise_population;NL230;2017;5759
Enterprise_population;NL230;2018;5861
Enterprise_population;NL230;2019;6068
Enterprise_population;NL3;2013;140053
Enterprise_population;NL3;2014;139082
Enterprise_population;NL3;2015;138521
Enterprise_population;NL3;2016;144717
Enterprise_population;NL3;2017;147637
Enterprise_population;NL3;2018;149427
Enterprise_population;NL3;2019;152384
Enterprise_population;NL31;2013;23043
Enterprise_population;NL31;2014;22751
Enterprise_population;NL31;2015;22609
Enterprise_population;NL31;2016;23707
Enterprise_population;NL31;2017;24158
Enterprise_population;NL31;2018;24440
Enterprise_population;NL31;2019;24992
Enterprise_population;NL310;2013;23043
Enterprise_population;NL310;2014;22751
Enterprise_population;NL310;2015;22609
Enterprise_population;NL310;2016;23707
Enterprise_population;NL310;2017;24158
Enterprise_population;NL310;2018;24440
Enterprise_population;NL310;2019;24992
Enterprise_population;NL32;2013;51323
Enterprise_population;NL32;2014;51178
Enterprise_population;NL32;2015;51295
Enterprise_population;NL32;2016;53618
Enterprise_population;NL32;2017;54690
Enterprise_population;NL32;2018;55372
Enterprise_population;NL32;2019;56507
Enterprise_population;NL321;2013;5965
Enterprise_population;NL321;2014;5845
Enterprise_population;NL321;2015;5806
Enterprise_population;NL321;2016;5974
Enterprise_population;NL321;2017;6051
Enterprise_population;NL321;2018;6135
Enterprise_population;NL321;2019;6146
Enterprise_population;NL323;2013;3030
Enterprise_population;NL323;2014;2964
Enterprise_population;NL323;2015;2944
Enterprise_population;NL323;2016;3012
Enterprise_population;NL323;2017;3074
Enterprise_population;NL323;2018;3096
Enterprise_population;NL323;2019;3145
Enterprise_population;NL324;2013;3880
Enterprise_population;NL324;2014;3838
Enterprise_population;NL324;2015;3872
Enterprise_population;NL324;2016;3979
Enterprise_population;NL324;2017;3976
Enterprise_population;NL324;2018;3997
Enterprise_population;NL324;2019;4114
Enterprise_population;NL325;2013;2316
Enterprise_population;NL325;2014;2298
Enterprise_population;NL325;2015;2281
Enterprise_population;NL325;2016;2364
Enterprise_population;NL325;2017;2449
Enterprise_population;NL325;2018;2486
Enterprise_population;NL325;2019;2501
Enterprise_population;NL327;2013;5207
Enterprise_population;NL327;2014;5127
Enterprise_population;NL327;2015;5063
Enterprise_population;NL327;2016;5250
Enterprise_population;NL327;2017;5221
Enterprise_population;NL327;2018;5216
Enterprise_population;NL327;2019;5309
Enterprise_population;NL328;2013;3885
Enterprise_population;NL328;2014;3829
Enterprise_population;NL328;2015;3804
Enterprise_population;NL328;2016;3986
Enterprise_population;NL328;2017;4061
Enterprise_population;NL328;2018;4044
Enterprise_population;NL328;2019;4095
Enterprise_population;NL329;2013;27040
Enterprise_population;NL329;2014;27277
Enterprise_population;NL329;2015;27525
Enterprise_population;NL329;2016;29053
Enterprise_population;NL329;2017;29858
Enterprise_population;NL329;2018;30398
Enterprise_population;NL329;2019;31197
Enterprise_population;NL33;2013;59178
Enterprise_population;NL33;2014;58693
Enterprise_population;NL33;2015;58256
Enterprise_population;NL33;2016;60814
Enterprise_population;NL33;2017;62144
Enterprise_population;NL33;2018;62887
Enterprise_population;NL33;2019;64127
Enterprise_population;NL332;2013;12675
Enterprise_population;NL332;2014;12656
Enterprise_population;NL332;2015;12548
Enterprise_population;NL332;2016;13197
Enterprise_population;NL332;2017;13541
Enterprise_population;NL332;2018;13820
Enterprise_population;NL332;2019;14159
Enterprise_population;NL333;2013;4143
Enterprise_population;NL333;2014;4102
Enterprise_population;NL333;2015;4083
Enterprise_population;NL333;2016;4273
Enterprise_population;NL333;2017;4358
Enterprise_population;NL333;2018;4379
Enterprise_population;NL333;2019;4506
Enterprise_population;NL337;2013;6843
Enterprise_population;NL337;2014;6765
Enterprise_population;NL337;2015;6689
Enterprise_population;NL337;2016;6970
Enterprise_population;NL337;2017;7078
Enterprise_population;NL337;2018;7082
Enterprise_population;NL337;2019;7215
Enterprise_population;NL33A;2013;6974
Enterprise_population;NL33A;2014;6949
Enterprise_population;NL33A;2015;6843
Enterprise_population;NL33A;2016;7138
Enterprise_population;NL33A;2017;7269
Enterprise_population;NL33A;2018;7350
Enterprise_population;NL33A;2019;7465
Enterprise_population;NL33B;2013;5480
Enterprise_population;NL33B;2014;5372
Enterprise_population;NL33B;2015;5356
Enterprise_population;NL33B;2016;5591
Enterprise_population;NL33B;2017;5665
Enterprise_population;NL33B;2018;5666
Enterprise_population;NL33B;2019;5732
Enterprise_population;NL33C;2013;23063
Enterprise_population;NL33C;2014;22849
Enterprise_population;NL33C;2015;22737
Enterprise_population;NL33C;2016;23645
Enterprise_population;NL33C;2017;24233
Enterprise_population;NL33C;2018;24590
Enterprise_population;NL33C;2019;25050
Enterprise_population;NL34;2013;6509
Enterprise_population;NL34;2014;6460
Enterprise_population;NL34;2015;6361
Enterprise_population;NL34;2016;6578
Enterprise_population;NL34;2017;6645
Enterprise_population;NL34;2018;6728
Enterprise_population;NL34;2019;6758
Enterprise_population;NL341;2013;1883
Enterprise_population;NL341;2014;1891
Enterprise_population;NL341;2015;1848
Enterprise_population;NL341;2016;1896
Enterprise_population;NL341;2017;1884
Enterprise_population;NL341;2018;1882
Enterprise_population;NL341;2019;1885
Enterprise_population;NL342;2013;4626
Enterprise_population;NL342;2014;4569
Enterprise_population;NL342;2015;4513
Enterprise_population;NL342;2016;4682
Enterprise_population;NL342;2017;4761
Enterprise_population;NL342;2018;4846
Enterprise_population;NL342;2019;4873
Enterprise_population;NL4;2013;62743
Enterprise_population;NL4;2014;62094
Enterprise_population;NL4;2015;61365
Enterprise_population;NL4;2016;63617
Enterprise_population;NL4;2017;64459
Enterprise_population;NL4;2018;65237
Enterprise_population;NL4;2019;66415
Enterprise_population;NL41;2013;44230
Enterprise_population;NL41;2014;43849
Enterprise_population;NL41;2015;43483
Enterprise_population;NL41;2016;45288
Enterprise_population;NL41;2017;45982
Enterprise_population;NL41;2018;46514
Enterprise_population;NL41;2019;47342
Enterprise_population;NL411;2013;11015
Enterprise_population;NL411;2014;10914
Enterprise_population;NL411;2015;10766
Enterprise_population;NL411;2016;11183
Enterprise_population;NL411;2017;11331
Enterprise_population;NL411;2018;11503
Enterprise_population;NL411;2019;11696
Enterprise_population;NL412;2013;8242
Enterprise_population;NL412;2014;8200
Enterprise_population;NL412;2015;8100
Enterprise_population;NL412;2016;8437
Enterprise_population;NL412;2017;8509
Enterprise_population;NL412;2018;8584
Enterprise_population;NL412;2019;8732
Enterprise_population;NL413;2013;11676
Enterprise_population;NL413;2014;11565
Enterprise_population;NL413;2015;11514
Enterprise_population;NL413;2016;12060
Enterprise_population;NL413;2017;12226
Enterprise_population;NL413;2018;12398
Enterprise_population;NL413;2019;12599
Enterprise_population;NL414;2013;13297
Enterprise_population;NL414;2014;13170
Enterprise_population;NL414;2015;13103
Enterprise_population;NL414;2016;13608
Enterprise_population;NL414;2017;13916
Enterprise_population;NL414;2018;14029
Enterprise_population;NL414;2019;14315
Enterprise_population;NL42;2013;18513
Enterprise_population;NL42;2014;18245
Enterprise_population;NL42;2015;17882
Enterprise_population;NL42;2016;18329
Enterprise_population;NL42;2017;18477
Enterprise_population;NL42;2018;18723
Enterprise_population;NL42;2019;19073
Enterprise_population;NL421;2013;4600
Enterprise_population;NL421;2014;4552
Enterprise_population;NL421;2015;4451
Enterprise_population;NL421;2016;4592
Enterprise_population;NL421;2017;4615
Enterprise_population;NL421;2018;4760
Enterprise_population;NL421;2019;4873
Enterprise_population;NL422;2013;4263
Enterprise_population;NL422;2014;4198
Enterprise_population;NL422;2015;4131
Enterprise_population;NL422;2016;4225
Enterprise_population;NL422;2017;4314
Enterprise_population;NL422;2018;4320
Enterprise_population;NL422;2019;4402
Enterprise_population;NL423;2013;9650
Enterprise_population;NL423;2014;9495
Enterprise_population;NL423;2015;9300
Enterprise_population;NL423;2016;9512
Enterprise_population;NL423;2017;9548
Enterprise_population;NL423;2018;9643
Enterprise_population;NL423;2019;9798
Enterprise_population;NLZ;2013;0
Enterprise_population;NLZ;2014;0
Enterprise_population;NLZ;2015;0
Enterprise_population;NLZ;2016;0
Enterprise_population;NLZ;2017;0
Enterprise_population;NLZ;2018;0
Enterprise_population;NLZ;2019;3654
Enterprise_population;NLZZ;2013;0
Enterprise_population;NLZZ;2014;0
Enterprise_population;NLZZ;2015;0
Enterprise_population;NLZZ;2016;0
Enterprise_population;NLZZ;2017;0
Enterprise_population;NLZZ;2018;0
Enterprise_population;NLZZ;2019;3654
Enterprise_population;NLZZZ;2013;0
Enterprise_population;NLZZZ;2014;0
Enterprise_population;NLZZZ;2015;0
Enterprise_population;NLZZZ;2016;0
Enterprise_population;NLZZZ;2017;0
Enterprise_population;NLZZZ;2018;0
Enterprise_population;NLZZZ;2019;3654
Enterprise_population;PL;2016;830983
Enterprise_population;PL;2017;854138
Enterprise_population;PL;2018;798121
Enterprise_population;PL;2019;805111
Enterprise_population;PL2;2016;175155
Enterprise_population;PL2;2017;178731
Enterprise_population;PL2;2018;168816
Enterprise_population;PL2;2019;169790
Enterprise_population;PL21;2016;78731
Enterprise_population;PL21;2017;81244
Enterprise_population;PL21;2018;75928
Enterprise_population;PL21;2019;76946
Enterprise_population;PL213;2016;26590
Enterprise_population;PL213;2017;27111
Enterprise_population;PL213;2018;25312
Enterprise_population;PL213;2019;25488
Enterprise_population;PL214;2016;16119
Enterprise_population;PL214;2017;16792
Enterprise_population;PL214;2018;15823
Enterprise_population;PL214;2019;16178
Enterprise_population;PL217;2016;7482
Enterprise_population;PL217;2017;7801
Enterprise_population;PL217;2018;7015
Enterprise_population;PL217;2019;7207
Enterprise_population;PL218;2016;10100
Enterprise_population;PL218;2017;10466
Enterprise_population;PL218;2018;9865
Enterprise_population;PL218;2019;10015
Enterprise_population;PL219;2016;7378
Enterprise_population;PL219;2017;7719
Enterprise_population;PL219;2018;7170
Enterprise_population;PL219;2019;7276
Enterprise_population;PL21A;2016;11062
Enterprise_population;PL21A;2017;11355
Enterprise_population;PL21A;2018;10743
Enterprise_population;PL21A;2019;10782
Enterprise_population;PL22;2016;96424
Enterprise_population;PL22;2017;97487
Enterprise_population;PL22;2018;92888
Enterprise_population;PL22;2019;92844
Enterprise_population;PL224;2016;13074
Enterprise_population;PL224;2017;13530
Enterprise_population;PL224;2018;12726
Enterprise_population;PL224;2019;12865
Enterprise_population;PL225;2016;15816
Enterprise_population;PL225;2017;15938
Enterprise_population;PL225;2018;15456
Enterprise_population;PL225;2019;15583
Enterprise_population;PL227;2016;11120
Enterprise_population;PL227;2017;11127
Enterprise_population;PL227;2018;10708
Enterprise_population;PL227;2019;10577
Enterprise_population;PL228;2016;8256
Enterprise_population;PL228;2017;8370
Enterprise_population;PL228;2018;8015
Enterprise_population;PL228;2019;8076
Enterprise_population;PL229;2016;9458
Enterprise_population;PL229;2017;9374
Enterprise_population;PL229;2018;8927
Enterprise_population;PL229;2019;8948
Enterprise_population;PL22A;2016;17301
Enterprise_population;PL22A;2017;17541
Enterprise_population;PL22A;2018;16406
Enterprise_population;PL22A;2019;16236
Enterprise_population;PL22B;2016;12769
Enterprise_population;PL22B;2017;12954
Enterprise_population;PL22B;2018;12253
Enterprise_population;PL22B;2019;12106
Enterprise_population;PL22C;2016;8630
Enterprise_population;PL22C;2017;8653
Enterprise_population;PL22C;2018;8397
Enterprise_population;PL22C;2019;8453
Enterprise_population;PL4;2016;146178
Enterprise_population;PL4;2017;149743
Enterprise_population;PL4;2018;140266
Enterprise_population;PL4;2019;141407
Enterprise_population;PL41;2016;90254
Enterprise_population;PL41;2017;92413
Enterprise_population;PL41;2018;87871
Enterprise_population;PL41;2019;88709
Enterprise_population;PL411;2016;8161
Enterprise_population;PL411;2017;8271
Enterprise_population;PL411;2018;7950
Enterprise_population;PL411;2019;7953
Enterprise_population;PL414;2016;12902
Enterprise_population;PL414;2017;13218
Enterprise_population;PL414;2018;12618
Enterprise_population;PL414;2019;12801
Enterprise_population;PL415;2016;21016
Enterprise_population;PL415;2017;21093
Enterprise_population;PL415;2018;19432
Enterprise_population;PL415;2019;19359
Enterprise_population;PL416;2016;15263
Enterprise_population;PL416;2017;15826
Enterprise_population;PL416;2018;15223
Enterprise_population;PL416;2019;15418
Enterprise_population;PL417;2016;13866
Enterprise_population;PL417;2017;14321
Enterprise_population;PL417;2018;13642
Enterprise_population;PL417;2019;13786
Enterprise_population;PL418;2016;19046
Enterprise_population;PL418;2017;19684
Enterprise_population;PL418;2018;19006
Enterprise_population;PL418;2019;19392
Enterprise_population;PL42;2016;35376
Enterprise_population;PL42;2017;36496
Enterprise_population;PL42;2018;32786
Enterprise_population;PL42;2019;32850
Enterprise_population;PL424;2016;10501
Enterprise_population;PL424;2017;10802
Enterprise_population;PL424;2018;9708
Enterprise_population;PL424;2019;9703
Enterprise_population;PL426;2016;8240
Enterprise_population;PL426;2017;8554
Enterprise_population;PL426;2018;7464
Enterprise_population;PL426;2019;7505
Enterprise_population;PL427;2016;6629
Enterprise_population;PL427;2017;6759
Enterprise_population;PL427;2018;6369
